,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL
25027,0:30,4ALTE,4.648,1.314,0.45,0.038,20.114,0.437,1.081,1.021,3,2,5
1962,11:00,6WLTE,1.819,5.255,0.747,0.056,24.158,0.56,1.243,0.01,5,3,8
34316,21:30,3BLTE,15.13,2.2954,0.4312,0.071,8.1688,0.6529,1.288,1.205,6,5,11
16352,21:15,7ALTE,0.202,0.808,0.244,0.041,8.168,1.4,1.132,0.01,4,3,7
17199,7:45,5ALTE,3.638,0.606,0.098,0.019,2.778,0.269,1.051,1.021,3,2,5
31166,13:45,4ALTE,11.318,2.021,0.62,0.058,21.255,0.86,1.213,1.061,5,3,8
19644,8:15,2ALTE,0.202,0.404,0.173,0.04,0.911,0.279,1.011,0.01,1,1,2
11077,16:30,7ALTE,0.505,2.021,0.402,0.049,20.22,0.548,1.334,0.01,5,4,9
18087,23:45,8ALTE,11.116,1.415,0.589,0.047,66.47,0.927,1.132,1.031,4,3,7
1388,16:45,6BLTE,19.098,1.718,0.34,0.052,22.054,0.917,1.202,0.01,6,4,10
4421,3:45,1ALTE,2.425,0.909,0.718,0.027,80.601,0.796,1.041,1.011,3,2,5
29986,23:45,8ALTE,15.36,2.021,0.578,0.069,17.75,0.596,1.304,1.091,6,4,10
36852,6:30,7BLTE,0.0,0.404,0.011,0.005,1.127,0.121,0.889,0.01,3,2,5
2655,5:45,4BLTE,8.185,0.505,0.046,0.007,5.038,0.371,1.122,1.011,3,2,5
26517,4:45,6VLTE,0.303,0.808,0.029,0.012,0.383,0.106,1.021,0.01,2,2,4
7509,22:00,6ALTE,4.648,0.909,0.286,0.037,14.797,0.957,1.081,0.01,4,3,7
12115,14:15,6ALTE,7.377,0.808,0.198,0.032,14.211,0.98,1.122,0.01,4,2,6
29818,19:30,4BLTE,24.656,4.648,1.221,0.164,47.987,2.017,1.758,1.273,8,6,14
4560,8:00,3BLTE,8.892,1.112,0.167,0.085,5.113,0.728,1.192,1.051,4,3,7
6626,18:30,8ALTE,25.8663,3.4163,1.0815,0.1439,27.31,2.1842,1.5735,1.2499,8,6,14
35836,18:15,7WLTE,1.011,2.425,0.294,0.053,12.745,4.958,1.142,0.01,4,3,7
9146,16:15,7VLTE,1.617,2.728,0.246,0.041,7.377,0.511,0.0,0.0,0,0,0
27654,13:30,8BLTE,18.391,2.93,0.795,0.123,39.373,8.912,1.324,1.112,7,6,13
13600,14:15,3CLTE,11.217,1.819,0.483,0.047,31.681,1.105,1.192,1.091,5,3,8
3187,4:15,6BLTE,4.244,0.606,0.2,0.019,7.935,0.341,1.041,0.01,3,2,5
10367,23:00,5ALTE,4.547,0.606,0.072,0.041,3.706,1.364,1.041,1.021,3,2,5
2744,16:30,5CLTE,20.917,3.335,1.043,0.092,34.119,1.273,1.354,1.101,5,4,9
13009,20:30,8ALTE,16.6468,2.9426,0.9119,0.1061,31.0439,3.7618,1.4259,1.1874,7,7,14
17460,5:00,7ALTE,0.0,0.404,0.018,0.01,0.137,0.103,1.051,0.01,3,2,5
15939,3:00,1BLTE,3.335,0.909,0.274,0.023,28.227,0.716,1.041,1.021,3,2,5
4791,19:15,1BLTE,17.9955,5.4891,1.5552,0.1168,44.9692,1.8844,1.3959,1.0826,6,5,11
8400,10:15,7CLTE,0.303,0.909,0.163,0.025,14.799,0.683,1.152,0.01,4,3,7
31670,9:30,3CLTE,10.206,2.526,0.696,0.058,23.884,0.928,1.132,1.061,4,3,7
23559,10:30,8CLTE,6.366,1.011,0.177,0.021,15.471,0.602,1.071,1.021,3,3,6
28579,0:00,3BLTE,10.5837,1.0288,0.1651,0.0372,5.0163,0.3403,1.1572,1.0352,4,4,8
36667,6:15,7ULTE,0.101,0.909,0.035,0.003,3.368,0.091,1.021,0.01,2,1,3
36444,9:45,2ALTE,1.213,0.404,0.008,0.009,0.122,0.074,1.011,0.01,2,2,4
27065,4:30,3CLTE,0.303,0.404,0.029,0.008,1.169,0.086,1.011,1.011,1,1,2
2717,16:45,7VLTE,0.4992,1.4745,0.1432,0.0213,8.6323,0.368,1.1968,0.0103,5,2,7
18346,6:00,1ALTE,3.537,1.819,1.317,0.055,49.089,0.975,1.061,1.021,3,2,5
4992,10:00,6VLTE,1.011,2.122,0.28,0.038,11.947,0.547,1.192,0.01,4,3,7
30671,23:15,6BLTE,20.599,8.8039,3.6355,0.5549,55.4628,45.2979,1.2496,0.0106,6,4,10
32178,23:15,5CLTE,8.4241,1.0122,0.2527,0.037,9.8087,0.5034,1.1302,1.0252,4,3,7
33297,7:15,1ALTE,4.749,0.808,0.226,0.039,6.847,1.479,1.071,1.031,4,3,7
15543,23:00,9BLTE,2.93,0.505,0.117,0.02,4.704,0.383,1.051,1.021,3,2,5
26751,1:00,4ALTE,2.6543,1.0258,0.7385,0.0358,11.4324,0.8882,1.0273,1.0076,3,3,6
16505,0:45,7WLTE,0.202,1.011,0.214,0.021,7.822,0.368,1.031,0.01,2,2,4
16139,22:45,7ULTE,0.9534,2.5863,0.3063,0.0499,10.6108,1.105,1.2575,0.0102,6,3,9
27436,9:30,2ALTE,0.404,0.404,0.014,0.018,0.104,0.141,1.011,0.01,1,1,2
339,22:15,2ALTE,0.707,0.404,0.042,0.026,0.619,0.864,1.021,0.01,2,1,3
11214,5:45,7WLTE,0.1047,0.8407,0.0339,0.0072,0.388,0.0911,1.0313,0.0107,3,1,4
3252,16:30,10BLTE,3.5999,1.9651,0.7013,0.0453,11.6422,0.4914,1.0569,1.0712,3,4,7
638,19:00,2ALTE,0.202,0.404,0.011,0.006,0.103,0.058,1.011,0.01,1,1,2
28687,19:45,9BLTE,3.234,2.526,1.078,0.041,13.468,0.409,1.041,1.021,3,2,5
21478,0:15,3BLTE,6.4835,1.1678,0.4809,0.0351,32.2765,0.7899,1.1374,1.0855,4,3,7
27020,17:30,4CLTE,22.332,2.829,0.496,0.086,26.74,0.879,1.314,1.314,6,6,12
5397,16:45,9ALTE,2.627,0.505,0.066,0.016,3.452,0.223,1.091,1.011,5,2,7
22576,15:00,7BLTE,0.606,2.122,0.466,0.056,13.153,0.535,1.435,0.01,6,3,9
27406,11:00,7CLTE,0.1004,0.5294,0.1661,0.022,17.2188,0.7842,1.0472,0.0105,4,2,6
19292,5:45,6WLTE,0.202,0.808,0.021,0.008,1.252,0.242,1.031,0.01,2,2,4
19770,9:15,7CLTE,0.303,0.707,0.179,0.03,5.372,0.981,1.112,0.01,4,2,6
17452,14:15,4ALTE,4.3714,0.6368,0.119,0.0435,6.6531,0.9829,1.154,1.0375,5,3,8
25261,12:30,3CLTE,16.471,1.819,0.494,0.067,8.687,0.402,1.263,1.132,5,4,9
179,0:45,4BLTE,8.993,0.808,0.164,0.024,17.08,0.951,1.142,1.041,5,3,8
21308,5:00,6BLTE,7.579,8.387,7.309,0.752,63.826,46.494,1.051,0.01,3,2,5
26362,5:45,7ALTE,0.0,0.416,0.0192,0.0061,0.3019,0.1397,1.0748,0.0106,3,1,4
9673,9:45,6VLTE,1.2318,2.0324,0.1984,0.0312,9.1634,0.4417,1.1559,0.0107,4,4,8
17441,13:30,10BLTE,9.499,1.112,0.275,0.036,12.96,0.476,1.152,1.031,4,3,7
1193,20:45,4ALTE,6.474,1.3735,0.5099,0.0354,33.4116,0.7787,1.0674,1.0562,4,3,7
27082,20:30,6BLTE,29.608,4.143,0.906,0.093,49.675,0.647,1.344,0.01,6,5,11
3266,4:15,7WLTE,0.505,1.213,0.182,0.032,6.357,0.335,1.081,0.01,4,3,7
21952,9:45,5BLTE,27.789,5.457,0.981,0.132,12.292,0.658,1.738,1.789,10,10,20
22139,11:45,10BLTE,6.568,1.213,0.386,0.044,26.687,2.927,1.081,1.031,3,3,6
26756,16:00,1BLTE,12.1147,1.5303,0.4049,0.0644,14.1793,1.6142,1.2915,1.0907,7,4,11
23358,8:30,7ALTE,0.303,1.011,0.34,0.041,15.323,1.316,1.172,0.01,5,3,8
5322,4:30,6ALTE,1.415,0.404,0.032,0.01,1.082,0.398,1.011,0.01,2,2,4
13287,19:45,9BLTE,6.467,0.505,0.026,0.009,3.127,0.219,1.051,1.031,3,3,6
11377,1:00,8CLTE,0.606,0.404,0.019,0.01,0.312,0.079,1.021,1.011,2,1,3
31444,5:45,10ALTE,1.415,0.404,0.013,0.009,0.249,0.395,1.031,1.011,2,2,4
30444,8:15,9BLTE,1.5058,1.0646,1.2189,0.0707,16.014,0.5816,1.06,1.0652,3,2,5
25082,2:15,3BLTE,3.032,0.707,0.288,0.018,35.855,0.701,1.031,1.021,3,2,5
34853,7:00,7ULTE,0.505,1.415,0.313,0.027,13.322,0.43,1.101,0.01,4,2,6
18359,23:15,6ULTE,2.3959,5.4264,1.5418,0.0687,18.2439,0.6453,1.1704,0.0105,5,3,8
14515,2:00,1BLTE,15.7315,2.3423,0.9257,0.0895,38.7,1.3273,1.4001,1.1125,6,3,9
8607,2:45,4ALTE,1.213,0.404,0.012,0.008,0.31,0.153,1.011,1.011,2,1,3
18349,10:15,10CLTE,5.053,0.909,0.22,0.018,31.02,0.257,1.051,1.021,3,2,5
10361,2:00,6WLTE,0.808,1.415,0.321,0.025,5.829,0.283,1.061,0.01,3,2,5
11052,13:30,10BLTE,2.3024,0.508,0.0731,0.0277,6.6257,1.3447,1.0286,1.0061,4,2,6
29899,4:00,7ALTE,0.0,0.606,0.236,0.011,0.855,0.057,1.021,0.01,2,2,4
21759,21:45,7ULTE,0.9508,1.8986,0.2804,0.0285,5.2074,0.6145,1.1034,0.0101,5,3,8
22466,5:30,7CLTE,0.0,0.404,0.049,0.012,1.623,0.227,1.031,0.01,2,2,4
4579,11:45,8CLTE,10.812,0.707,0.091,0.024,11.49,0.342,1.071,1.021,4,3,7
478,13:00,6VLTE,2.021,2.627,0.184,0.051,8.857,1.002,1.233,0.01,4,3,7
23898,1:45,5CLTE,9.095,1.011,0.211,0.029,11.051,0.7,1.071,1.021,3,3,6
12503,5:15,10BLTE,0.3081,0.4076,0.0082,0.0064,0.1011,0.0559,1.0027,1.06,2,1,3
28231,10:30,6BLTE,21.726,3.133,0.863,0.069,31.467,0.822,1.182,0.01,4,4,8
8678,13:45,7ULTE,2.324,3.739,0.593,0.082,23.633,1.045,1.435,0.01,6,3,9
8952,10:00,7VLTE,1.1575,3.2649,0.7786,0.0497,19.9634,0.903,1.0611,0.0105,4,3,7
321,9:00,3BLTE,6.8797,0.8497,0.2242,0.0284,11.3292,0.6132,1.102,1.0459,5,3,8
27673,3:30,4BLTE,6.063,1.314,0.655,0.035,24.695,0.66,1.081,1.021,4,3,7
18773,10:00,9BLTE,3.335,0.505,0.161,0.02,3.361,0.388,1.051,1.031,3,2,5
16399,9:45,10BLTE,6.972,1.011,0.198,0.023,14.197,0.341,1.101,1.031,4,3,7
12756,9:30,7VLTE,1.112,2.223,0.297,0.044,6.472,1.088,1.213,0.01,5,3,8
30078,3:00,10BLTE,0.303,0.404,0.018,0.009,0.569,0.086,1.011,1.011,1,1,2
29954,17:00,7CLTE,0.303,1.011,0.221,0.052,17.159,9.063,1.202,0.01,5,3,8
25471,12:00,5ALTE,15.562,1.92,0.47,0.11,18.694,3.156,1.283,1.081,5,4,9
9580,15:00,3ALTE,17.2136,3.8238,0.7679,0.1,28.3835,2.5283,1.3488,1.2332,6,5,11
6531,6:45,8BLTE,2.265,0.6101,0.1312,0.0321,10.9888,0.6035,1.0283,1.0163,2,2,4
11632,0:00,6BLTE,15.764,6.063,3.317,0.294,64.15,46.781,1.162,0.01,5,3,8
1583,21:30,6WLTE,8.69,11.318,0.695,0.138,10.258,1.999,1.394,0.01,6,5,11
34629,5:45,7ALTE,0.0,0.404,0.012,0.007,0.154,0.138,1.021,0.01,2,2,4
668,7:45,8BLTE,7.68,0.909,0.19,0.059,11.425,5.051,1.132,1.041,4,3,7
30852,16:45,5BLTE,21.423,2.526,0.906,0.103,39.961,1.496,1.344,1.152,6,6,12
33757,13:15,6ALTE,17.179,1.718,0.501,0.072,16.698,2.068,1.253,0.01,6,3,9
23624,11:45,7VLTE,1.819,3.133,0.306,0.057,16.995,0.73,1.253,0.01,6,4,10
31861,20:45,10BLTE,5.255,0.808,0.192,0.029,9.098,0.892,1.081,1.021,3,2,5
29661,10:45,7ALTE,0.505,1.617,0.453,0.056,18.119,1.284,1.273,0.01,5,3,8
7529,15:00,3ALTE,24.353,2.829,0.645,0.1,23.07,1.776,1.415,1.182,7,5,12
7386,8:15,1ALTE,6.9642,1.0365,0.3538,0.0398,24.8996,0.7938,1.1494,1.0754,5,3,8
5756,6:00,10CLTE,2.1391,0.4218,0.0311,0.0225,5.7226,0.2638,1.0167,1.0289,3,2,5
34957,8:00,1BLTE,4.0018,0.9378,0.3878,0.0371,7.3173,0.405,1.1197,1.0143,3,3,6
26232,5:30,7WLTE,0.101,0.808,0.022,0.01,0.205,0.126,1.011,0.01,2,1,3
17016,6:30,5ALTE,1.2147,0.6156,0.2826,0.1213,12.0686,1.1485,1.097,1.0738,3,3,6
15172,6:45,6CLTE,1.2949,0.4091,0.0176,0.0117,0.2951,0.162,1.0646,0.0106,3,1,4
24262,9:15,10CLTE,3.335,0.505,0.082,0.018,5.201,0.326,1.041,1.021,4,2,6
11063,9:00,3CLTE,7.579,1.011,0.239,0.029,6.506,0.694,1.112,1.041,3,3,6
28564,6:00,10CLTE,1.819,0.505,0.053,0.013,2.156,0.205,1.021,1.011,2,2,4
10934,6:15,8BLTE,1.819,0.505,0.054,0.01,2.575,0.139,1.021,1.011,2,2,4
34135,12:00,8BLTE,6.382,2.4023,0.6681,0.0392,20.7359,0.4865,1.1554,1.082,5,3,8
50,12:30,7BLTE,0.505,1.213,0.38,0.061,16.45,1.305,1.283,0.01,5,3,8
22776,10:30,3ALTE,35.671,13.035,2.75,0.351,26.557,12.506,2.072,1.89,11,12,23
9388,5:00,6ALTE,1.516,0.404,0.015,0.01,0.444,0.181,1.021,0.01,2,1,3
15307,20:00,8ALTE,18.088,7.478,1.841,0.094,26.157,0.911,1.374,1.112,7,5,12
29535,16:00,7BLTE,0.505,2.122,0.785,0.066,54.682,1.325,1.394,0.01,6,3,9
13954,10:45,8ALTE,29.608,6.871,2.139,0.186,43.066,2.066,1.778,1.293,8,6,14
6964,16:15,10CLTE,7.781,1.112,0.419,0.04,19.427,0.758,1.122,1.112,4,4,8
34476,10:15,1CLTE,18.088,1.314,0.211,0.049,6.28,0.467,1.293,1.122,7,5,12
28253,2:45,6VLTE,0.909,2.021,0.17,0.022,9.138,0.441,1.091,0.01,4,2,6
25155,20:30,7VLTE,1.112,2.021,0.199,0.032,10.055,0.492,1.202,0.01,5,3,8
5813,0:30,7CLTE,0.1,0.4107,0.0425,0.0231,2.7049,0.3141,1.0684,0.0101,3,1,4
19965,13:45,5ALTE,5.7247,0.8246,0.1533,0.0416,8.3907,0.7862,1.1395,1.0856,5,3,8
11202,13:30,8CLTE,4.0106,0.6073,0.1368,0.0231,5.3982,0.527,1.0869,1.0259,4,2,6
22224,1:30,8BLTE,6.164,0.707,0.104,0.373,4.834,5.374,1.061,1.021,3,2,5
6182,5:45,6ULTE,0.202,0.808,0.081,0.018,1.732,0.315,1.011,0.01,2,1,3
2391,14:15,7CLTE,0.3169,3.3305,2.1208,0.0799,99.3626,1.4453,1.1765,0.0101,5,3,8
17963,9:45,6BLTE,19.604,1.819,0.451,0.049,8.364,0.867,1.192,0.01,6,4,10
62,17:15,7VLTE,0.9389,2.0813,0.2875,0.0282,16.4028,0.6961,1.0571,0.0106,3,3,6
34023,1:15,7ALTE,0.101,0.505,0.138,0.023,9.52,0.302,1.041,0.01,3,2,5
21815,2:00,3ALTE,6.8677,1.2168,0.3392,0.0386,17.5995,1.9088,1.1536,1.1322,5,3,8
20290,12:30,7ALTE,0.2026,0.729,0.1365,0.0228,7.5403,0.748,1.0932,0.0101,4,2,6
23909,20:15,6ALTE,9.297,1.415,0.674,0.065,21.379,0.536,1.142,0.01,4,3,7
26156,9:00,7BLTE,0.4148,1.3458,0.4742,0.0643,24.5837,1.5005,1.2063,0.0107,6,3,9
26601,6:30,3CLTE,1.011,0.404,0.063,0.032,1.343,2.933,1.011,1.011,2,2,4
13178,14:00,3CLTE,19.705,3.638,0.998,0.073,43.005,0.768,1.394,1.243,6,4,10
12285,12:45,5BLTE,35.266,6.265,1.569,0.177,29.793,0.788,1.88,1.768,10,9,19
25326,17:30,8CLTE,6.164,0.808,0.171,0.05,6.155,10.528,1.081,1.031,4,3,7
14571,14:00,10ALTE,28.395,4.143,1.389,0.153,39.596,1.719,1.738,1.233,9,5,14
26516,19:45,5CLTE,19.2,2.627,1.19,0.085,49.446,1.101,1.273,1.101,6,4,10
91,1:15,7ULTE,0.202,1.112,0.448,0.01,18.908,0.121,1.041,0.01,3,2,5
6574,17:30,4ALTE,11.4405,2.6166,1.1206,0.1848,45.978,4.0762,1.2009,1.0454,6,3,9
17988,1:30,6CLTE,2.223,0.404,0.009,0.006,0.161,0.116,0.99,0.01,2,2,4
28004,13:45,9ALTE,17.077,4.244,1.219,0.098,14.214,0.888,1.384,1.142,6,4,10
34240,16:45,6CLTE,9.6,1.213,0.343,0.049,10.089,0.736,1.132,0.01,4,2,6
34798,17:45,10CLTE,11.217,1.314,0.384,0.047,5.499,0.806,1.122,1.061,4,3,7
7723,7:45,7ULTE,1.011,2.526,0.403,0.043,16.991,2.182,1.202,0.01,4,3,7
7395,5:00,7CLTE,0.101,0.606,0.285,0.027,15.506,0.498,1.041,0.01,3,2,5
14745,9:45,5CLTE,21.524,2.728,0.598,0.104,15.467,1.136,1.384,1.091,6,4,10
11192,2:15,10BLTE,0.909,0.505,0.138,0.014,4.987,0.139,1.011,1.011,2,2,4
5092,10:15,7VLTE,1.718,2.122,0.134,0.071,3.803,2.596,1.273,0.01,5,4,9
15563,0:15,7ULTE,0.9136,1.6856,0.2436,0.0362,2.9723,0.3607,1.1135,0.0101,4,2,6
1754,16:15,2ALTE,0.303,0.404,0.129,0.02,4.862,0.275,1.011,0.01,2,1,3
14593,1:00,6ALTE,5.76,0.909,0.39,0.028,22.153,2.13,1.071,0.01,4,3,7
28821,8:45,10CLTE,7.276,0.505,0.03,0.014,3.812,0.429,1.041,1.021,3,2,5
82,2:15,10CLTE,2.728,0.808,0.163,0.014,13.054,0.201,1.021,1.011,3,2,5
1715,23:30,6VLTE,1.7876,4.9216,0.407,0.0362,10.6816,0.3405,1.217,0.0101,5,3,8
5209,21:15,10BLTE,11.924,1.819,0.934,0.845,39.53,2.282,1.182,1.041,4,3,7
23586,3:15,5BLTE,5.4047,0.633,0.1954,0.0182,9.4613,0.4254,1.0312,1.0282,3,2,5
16650,13:45,7CLTE,0.303,0.909,0.22,0.026,9.605,0.413,1.152,0.01,4,2,6
15525,9:00,3CLTE,11.116,2.93,0.681,0.069,15.734,3.381,1.253,1.172,6,4,10
18516,11:00,3CLTE,9.499,1.011,0.206,0.046,7.024,0.949,1.132,1.112,4,4,8
17916,5:00,7BLTE,0.101,0.606,0.131,0.024,2.506,0.248,1.041,0.01,2,2,4
25528,11:15,7ULTE,3.638,7.175,1.185,0.108,24.851,1.108,1.496,0.01,6,4,10
24142,16:15,3BLTE,20.513,2.829,0.845,0.11,19.047,2.641,1.374,1.202,6,6,12
32211,14:30,7ALTE,0.1074,0.9267,0.3867,0.0304,12.5042,0.6714,1.0842,0.0107,3,2,5
28357,10:45,8CLTE,11.722,3.638,0.933,0.139,18.945,17.148,1.192,1.051,5,3,8
10702,4:30,9ALTE,0.202,0.404,0.011,0.004,0.094,0.023,1.011,1.011,1,1,2
25061,9:30,4ALTE,3.3012,0.5968,0.1058,0.1775,5.5785,0.8972,1.0172,1.0406,2,2,4
5324,7:30,7CLTE,0.202,0.808,0.298,0.028,29.198,1.582,1.091,0.01,3,2,5
26105,20:45,7VLTE,0.8177,2.5883,0.4009,0.0328,7.2312,0.4006,1.1879,0.0107,4,4,8
36201,2:30,5CLTE,3.7496,0.5334,0.0541,0.0123,8.3765,0.2087,1.0623,1.0329,4,2,6
3522,8:15,5BLTE,20.21,1.718,0.543,0.086,21.068,15.162,1.233,1.051,6,3,9
23365,9:45,6CLTE,5.255,0.606,0.152,0.025,7.243,0.426,1.091,0.01,4,2,6
9612,1:00,6CLTE,3.638,2.93,2.482,0.094,74.957,2.083,1.081,0.01,3,2,5
36461,2:00,5CLTE,5.2964,0.8169,0.1855,0.0248,9.7965,0.4758,1.0526,1.0397,4,2,6
33356,11:00,3ALTE,25.161,6.871,2.257,0.145,37.012,2.44,1.597,1.283,8,6,14
22589,0:00,10CLTE,5.8851,0.7314,0.1462,0.0811,16.7233,6.1481,1.1377,1.0492,3,2,5
8445,19:15,4BLTE,30.416,7.983,2.264,0.19,34.365,1.941,1.829,1.283,8,5,13
9448,20:00,6WLTE,1.112,2.324,0.278,0.034,14.046,0.9,1.182,0.01,5,3,8
34242,5:00,10BLTE,0.808,0.404,0.077,0.03,2.274,0.311,1.021,1.011,2,1,3
13461,10:30,1ALTE,21.827,3.032,0.949,0.232,48.93,8.345,1.435,1.172,7,4,11
20919,3:45,8BLTE,0.606,0.404,0.023,0.01,0.26,0.171,1.011,1.011,2,1,3
29993,18:00,7ULTE,2.425,5.356,0.793,0.086,18.044,1.552,1.546,0.01,8,4,12
28455,9:45,5BLTE,17.3415,3.5917,0.7246,0.0461,80.7076,1.2334,1.2582,1.134,5,5,10
29803,12:00,1ALTE,23.343,3.436,1.641,0.117,26.631,0.844,1.536,1.142,7,6,13
26214,13:15,7ALTE,0.707,2.627,0.554,0.055,14.817,3.112,1.425,0.01,7,3,10
19138,10:15,6BLTE,10.8929,11.706,5.1607,0.6254,48.1212,46.9554,1.1653,0.0102,5,3,8
28037,2:45,10ALTE,4.042,0.808,0.306,0.027,3.692,0.354,1.071,1.031,3,2,5
6323,17:00,4BLTE,27.991,4.042,1.028,0.123,37.814,0.782,1.637,1.304,10,6,16
19643,8:45,2ALTE,0.202,0.404,0.017,0.006,0.107,0.036,1.011,0.01,1,1,2
20391,16:30,4ALTE,5.457,2.122,0.754,0.037,16.978,0.597,1.112,1.031,4,3,7
23500,23:15,1CLTE,30.113,6.063,2.41,0.179,40.892,4.296,1.718,1.475,7,6,13
19822,19:30,7BLTE,0.199,0.8278,0.1125,0.0383,11.4432,0.4803,1.2908,0.0104,6,3,9
22084,17:00,10CLTE,6.366,1.314,0.588,0.054,56.958,1.457,1.081,1.051,3,3,6
7388,7:15,8ALTE,2.8757,0.7454,0.211,0.0315,9.8996,0.669,1.0254,1.018,3,3,6
16874,21:00,6ULTE,1.213,3.133,0.885,0.042,45.512,0.692,1.122,0.01,4,3,7
32460,7:00,4BLTE,13.945,1.112,0.253,0.027,10.164,0.213,1.162,1.031,4,3,7
15030,1:15,6WLTE,0.707,1.819,0.29,0.028,5.484,0.273,1.081,0.01,4,3,7
57,12:00,6ULTE,4.042,10.711,1.947,0.142,30.732,1.094,1.819,0.01,9,5,14
24743,5:45,1ALTE,1.415,0.505,0.232,0.016,20.893,0.927,1.011,1.011,2,2,4
5196,23:00,7BLTE,0.2011,0.5976,0.0547,0.0201,4.2854,0.3276,1.1747,0.0103,4,3,7
36450,8:15,10ALTE,5.4638,2.4151,1.1334,0.0337,23.2804,0.5101,1.1081,1.0436,4,2,6
12530,23:00,3CLTE,3.84,0.707,0.139,0.03,3.754,1.326,1.091,1.021,3,2,5
9528,10:45,6WLTE,1.92,5.356,0.439,0.052,12.198,0.646,1.263,0.01,6,3,9
31744,9:30,10BLTE,4.143,0.606,0.074,0.018,3.969,0.287,1.061,1.021,3,3,6
33330,0:30,10ALTE,14.4199,3.0366,1.8721,0.0748,49.5954,0.9475,1.2028,1.0895,5,3,8
33366,22:30,8ALTE,13.642,1.617,0.383,0.097,12.801,8.3,1.182,1.061,4,4,8
17740,23:30,10BLTE,3.234,0.606,0.129,0.018,4.746,0.282,1.041,1.011,3,2,5
17671,17:15,10BLTE,2.6426,0.5032,0.0736,0.0181,3.6164,0.2859,1.0956,0.993,3,3,6
24339,15:15,1CLTE,23.0354,3.6594,1.037,0.1105,34.5752,1.5735,1.5225,1.4065,8,5,13
11049,21:00,9ALTE,3.537,1.011,0.319,0.039,5.03,0.766,1.101,1.021,4,3,7
7234,0:15,4BLTE,9.6,1.112,0.225,0.052,10.997,1.386,1.142,1.051,6,3,9
28619,21:45,7CLTE,0.101,2.122,1.833,0.039,63.703,0.854,1.071,0.01,3,2,5
31601,10:15,10BLTE,6.164,0.808,0.16,0.039,11.205,3.234,1.081,1.031,4,2,6
515,1:30,9BLTE,1.7812,0.5335,0.031,0.0091,1.8374,0.1244,1.0444,1.0709,2,2,4
775,11:00,4BLTE,25.364,4.85,1.358,0.115,40.405,3.558,1.516,1.293,9,6,15
22209,22:15,8ALTE,20.917,2.526,0.638,0.113,27.001,0.798,1.516,1.182,7,5,12
14743,9:45,1ALTE,19.705,3.133,0.853,0.11,27.231,1.882,1.405,1.101,6,4,10
10606,7:45,3BLTE,6.0866,0.5157,0.0435,0.0146,2.1111,0.6192,1.1134,1.0777,4,2,6
33160,16:15,9BLTE,4.446,0.707,0.265,0.033,26.952,0.925,1.071,1.031,4,2,6
26597,18:30,10BLTE,6.871,1.314,0.371,0.036,39.611,1.338,1.112,1.021,4,3,7
19887,16:00,7CLTE,0.303,0.808,0.29,0.037,7.179,0.562,1.213,0.01,5,2,7
33224,23:45,10BLTE,5.7658,0.709,0.1879,0.0335,18.7438,0.7792,1.1183,1.0554,4,3,7
30370,6:45,3CLTE,0.606,0.404,0.069,0.015,1.804,0.131,1.021,1.011,2,1,3
16387,21:45,4BLTE,20.21,3.335,0.622,0.089,8.053,0.655,1.556,1.283,7,6,13
29981,6:00,8BLTE,1.516,0.808,0.568,0.033,32.626,1.034,1.031,1.011,2,2,4
15125,22:00,5CLTE,14.349,1.516,0.426,0.065,15.653,1.419,1.263,1.041,6,3,9
16712,12:30,4BLTE,25.667,3.84,1.244,0.124,40.331,2.355,1.566,1.202,9,6,15
9929,9:00,6WLTE,0.528,1.2752,0.1196,0.0157,13.4661,0.2229,1.0555,0.0101,3,3,6
36593,23:15,4CLTE,29.102,2.324,0.757,0.451,7.295,2.157,1.425,1.304,6,5,11
29145,9:45,1ALTE,17.684,2.324,0.701,0.08,35.717,2.374,1.354,1.061,5,3,8
29686,13:00,2ALTE,0.606,0.404,0.013,0.01,0.227,0.069,1.011,0.01,1,1,2
14992,0:00,4BLTE,12.227,1.213,0.269,0.03,8.831,0.56,1.172,1.031,4,3,7
3601,11:15,7VLTE,0.6089,2.114,0.4886,0.0304,17.7973,0.6109,1.1053,0.0104,4,2,6
32966,17:30,4ALTE,10.307,3.84,1.095,0.054,35.006,0.784,1.112,1.041,4,3,7
12275,8:45,4CLTE,7.983,1.415,0.327,0.035,17.925,0.571,1.091,1.112,4,3,7
15987,10:30,1ALTE,22.938,5.255,1.67,0.177,51.514,3.602,1.516,1.142,7,5,12
9590,1:45,3ALTE,4.85,0.707,0.146,0.017,4.939,0.277,1.041,1.021,3,2,5
11351,19:30,1BLTE,20.614,3.638,0.96,0.1,37.139,1.135,1.425,1.112,6,5,11
1036,3:45,6CLTE,1.1591,0.4199,0.0256,0.0127,0.6474,0.156,1.0804,0.0104,3,2,5
16055,8:15,9ALTE,4.951,1.011,0.407,0.032,24.184,1.246,1.091,1.021,3,2,5
1752,23:15,7CLTE,0.101,0.505,0.058,0.014,3.986,0.194,1.071,0.01,4,2,6
19906,10:45,2ALTE,1.213,0.505,0.011,0.035,0.279,0.148,1.011,0.01,1,2,3
4474,4:30,10ALTE,1.516,0.404,0.012,0.007,0.201,0.083,1.021,1.011,2,2,4
